cvd_10y_noHF,FamIncome,Count,Percentage
0,1,358,7.750595366962545
0,2,673,14.57025330158043
0,3,2010,43.515912535180775
0,4,1172,25.37345745832431
1,1,44,0.952587140073609
1,2,98,2.1216713574366746
1,3,190,4.113444468499675
1,4,74,1.6020783719419789
