,Data,Effect,Estimate,95_CI_Lower,95_CI_Upper
0,mesa_bla_std,ACME,0.00378,-0.00488,0.01703
1,mesa_bla_std,ADE,-0.20056,-0.54235,0.11178
2,mesa_bla_std,Total Effect,-0.18959,-0.51989,0.11528
3,mesa_bla_std,Prop. Mediated,-0.01992,-0.05875,0.01912
