,Data,Effect,Estimate,95_CI_Lower,95_CI_Upper
0,mesa_bla_std,ACME,0.01555,-0.00922,0.04616
1,mesa_bla_std,ADE,-0.18718,-0.50061,0.11762
2,mesa_bla_std,Total Effect,-0.18625,-0.50928,0.11151
3,mesa_bla_std,Prop. Mediated,-0.08349,-0.13878,-0.03962
