,Data,Effect,Estimate,95_CI_Lower,95_CI_Upper
0,mesa_std,ACME,0.0008,-0.003,0.00452
1,mesa_std,ADE,-0.15608,-0.31725,0.00699
2,mesa_std,Total Effect,-0.15788,-0.31491,0.00035
3,mesa_std,Prop. Mediated,-0.00509,-0.02378,0.01454
