,Data,Effect,Estimate,95_CI_Lower,95_CI_Upper
0,jhs_std,ACME,0.00037,-0.00106,0.00246
1,jhs_std,ADE,0.04593,-0.09124,0.17327
2,jhs_std,Total Effect,0.0461,-0.09053,0.17213
3,jhs_std,Prop. Mediated,0.00797,-0.00812,0.025
