"Data","Y","X","mediator","b1","b1_pvalue","b1_ci_lwr","b1_ci_upr","b2","b2_pvalue","b2_ci_lwr","b2_ci_upr","b3","b3_pvalue","b3_ci_lwr","b3_ci_upr","b4","b4_pvalue","b4_ci_lwr","b4_ci_upr","b2_b4","b2_b4_ci_lwr","b2_b4_ci_upr"
"mesa","cvd_10y_noHF","nRS","alc",0.26576,1e-05,0.0951119057506411,0.422410591191727,-0.00554,0.39165,-0.0273735055153906,0.0105208432631977,0.26563,1e-05,0.0961197717119735,0.420741285617911,0.05596,0.68206,-0.235264490464325,0.355839114338029,-0.00031,-0.00664291880540612,0.00319046465800823
"mesa_bla","cvd_10y_HF","nSES","FamIncome",-0.01987,0.91697,-0.436445784331095,0.501758196847628,-0.09962,0.01204,-0.264939675484652,0.101137949666372,-0.0336,0.85953,-0.445491758503721,0.476551559097655,-0.273,0.06123,-0.640975593996877,0.0812057705493379,0.0272,-0.0297730728026847,0.0982723636109906
"mesa_bla","cvd_10y_HF","nSES","nutrition",-0.04651,0.80644,-0.448841781193336,0.456841428081125,0.06336,0.00371,0.0164609872629822,0.121189773607079,-0.0336,0.85953,-0.445491758503716,0.476551559097655,-0.34283,0.16699,-0.862690359711853,0.153097420875958,-0.02172,-0.0845766283606802,0.0115670024214965
"mesa_bla","cvd_10y_HF","nSES","PhysAct",-0.03463,0.85514,-0.452910355825663,0.475617053357899,-0.07941,0.0321,-0.17374658745277,0.0288108239892381,-0.0336,0.85953,-0.445491758503715,0.476551559097655,0.01542,0.91279,-0.223879167544149,0.346484227460326,-0.00122,-0.0422614186818849,0.0218706975959579
"mesa_bla","cvd_10y_HF","nSES","currentSmoker",-0.03692,0.84572,-0.443774549676712,0.481558535542016,-0.00701,0.83449,-0.14016438936149,0.0855347294707944,-0.0336,0.85953,-0.445491758503715,0.476551559097655,0.10265,0.53271,-0.169135020020457,0.461305716674501,-0.00072,-0.0285526806802508,0.0205311857478431
"mesa_bla","cvd_10y_HF","nSES","alc",-0.03435,0.85649,-0.446880968145935,0.471768710465605,0.0085,0.70074,-0.0536340878375491,0.068323431893208,-0.0336,0.85953,-0.445491758503716,0.476551559097654,-0.10285,0.66551,-0.520172446466107,0.41159297719913,-0.00087,-0.0234383095475967,0.0177166109505486
"mesa_bla","cvd_10y_HF","nFavFood","FamIncome",-1.53439,0.00203,-2.66100940936426,-0.240998942915882,-0.06362,0.00493,-0.134818391050235,-0.00407829125186111,-1.58507,0.0013,-2.774968409081,-0.22940889223112,-0.27871,0.25692,-0.603162972316637,0.159779378072545,0.01773,-0.0111185377032031,0.0601879131593824
"mesa_bla","cvd_10y_HF","nFavFood","nutrition",-1.602,0.00129,-2.81712250573652,-0.218379858952378,0.01715,0.16799,-0.0337860336399709,0.0625047045229157,-1.58507,0.0013,-2.77496840908101,-0.229408892231122,-0.35645,0.36255,-0.882981302054702,0.253361105444487,-0.00611,-0.0336803107811381,0.0150533067857894
"mesa_bla","cvd_10y_HF","nFavFood","PhysAct",-1.60011,0.00119,-2.68826094931186,-0.248041158928755,0.03686,0.07255,-0.0395781009596621,0.132376105680556,-1.58507,0.0013,-2.77496840908101,-0.22940889223112,-0.1615,0.46241,-0.424456359805026,0.180354517614284,-0.00595,-0.0255145193794488,0.013762375540464
"mesa_bla","cvd_10y_HF","nFavFood","currentSmoker",-1.5744,0.00123,-2.72760099720326,-0.204975805215047,-0.07495,4e-05,-0.151194328931634,0.0207059004843077,-1.58507,0.0013,-2.77496840908101,-0.229408892231124,0.04523,0.86574,-0.287844392236481,0.555561415909667,-0.00339,-0.0405007518865497,0.0269032041589703
"mesa_bla","cvd_10y_HF","nFavFood","alc",-1.63779,0.00072,-2.82666927650174,-0.211163600789984,0.00799,0.52438,-0.0597532875644134,0.0633352363275238,-1.58507,0.0013,-2.77496840908101,-0.229408892231118,-0.25507,0.50241,-0.743850834984679,0.503105513281214,-0.00204,-0.0268495124705524,0.0176700812713352
"mesa_bla","cvd_10y_HF","nPhysFac","FamIncome",-0.2482,0.60117,-1.39327459973847,0.613861029753791,-0.07068,0.21834,-0.228490413104406,0.0581244340435554,-0.31558,0.51419,-1.48151644807879,0.614944249275243,-0.26178,0.13063,-0.598649700995593,0.16633438924309,0.0185,-0.0200855999378761,0.0851695982654375
"mesa_bla","cvd_10y_HF","nPhysFac","nutrition",-0.30539,0.52244,-1.39243234819699,0.618821877087308,0.02593,0.46365,-0.0524794017204351,0.0906536004684599,-0.31558,0.51419,-1.48151644807879,0.614944249275238,-0.45023,0.10357,-0.933643631315923,0.0775177675002327,-0.01167,-0.05211435184839,0.0384539838615669
"mesa_bla","cvd_10y_HF","nPhysFac","PhysAct",-0.32118,0.50805,-1.48481269509867,0.608692825156256,0.16753,0.00403,0.0359673300515091,0.287629954316206,-0.31558,0.51419,-1.48151644807879,0.614944249275242,-0.06284,0.69125,-0.398861931072769,0.285733904652812,-0.01053,-0.0671423141258853,0.0530379587854152
"mesa_bla","cvd_10y_HF","nPhysFac","currentSmoker",-0.33496,0.48871,-1.37996474708439,0.627020634328661,-0.06371,0.23193,-0.184983721863697,0.0717254130629172,-0.31558,0.51419,-1.48151644807879,0.614944249275244,-0.08554,0.63116,-0.405839609173079,0.358058697162004,0.00545,-0.0439258056908816,0.0362591674622452
"mesa_bla","cvd_10y_HF","nPhysFac","alc",-0.32104,0.50591,-1.48834466204347,0.627945138258885,0.02796,0.4341,-0.0644224973332405,0.0974414260116296,-0.31558,0.51419,-1.48151644807879,0.614944249275239,-0.0443,0.86773,-0.595843110374977,0.533441276754919,-0.00124,-0.0269820015328589,0.0263922440205449
"mesa_bla","cvd_10y_HF","nRS","FamIncome",0.21136,0.11924,-0.00190483356464219,0.520283404336697,-0.09632,0.00054,-0.187691134825294,0.0171488828157863,0.20623,0.12996,0.00528315719382427,0.517929662540876,-0.09528,0.50585,-0.479483743231738,0.234172705897424,0.00918,-0.0262557876295427,0.0624649270816986
"mesa_bla","cvd_10y_HF","nRS","nutrition",0.19705,0.14834,-0.00555833455386799,0.506165085681025,0.02964,0.05872,-0.00672885102394006,0.071559350458267,0.20623,0.12996,0.0052831571938251,0.517929662540875,-0.26449,0.26899,-0.920742851759804,0.177106393085397,-0.00784,-0.0357930428731507,0.00575487832254773
"mesa_bla","cvd_10y_HF","nRS","PhysAct",0.19224,0.15462,-0.000361997629947356,0.516517679232214,0.02279,0.39702,-0.0541589339003849,0.0861948362618838,0.20623,0.12996,0.00528315719382414,0.517929662540876,-0.16453,0.21364,-0.439861286806203,0.183184697838947,-0.00375,-0.0234841627117757,0.0104908586152
"mesa_bla","cvd_10y_HF","nRS","currentSmoker",0.20141,0.13677,0.0064808984873083,0.52509021836945,0.03581,0.14226,-0.0295339574754695,0.114385684586787,0.20623,0.12996,0.00528315719382375,0.517929662540875,0.42165,0.00669,-0.105541251852972,0.689638778085912,0.0151,-0.0121201957084377,0.06014166025
"mesa_bla","cvd_10y_HF","nRS","alc",0.20551,0.13111,-0.00973212890926707,0.514479846622443,0.01069,0.49951,-0.0271123507505698,0.0459594648642357,0.20623,0.12996,0.00528315719382502,0.517929662540875,-0.04211,0.85298,-0.665147054900885,0.623260169121675,-0.00045,-0.0114269686118106,0.0170143212401652
"mesa_bla","cvd_10y_noHF","nSES","FamIncome",0.13728,0.53248,-0.333683088146114,0.7577878002995,-0.09962,0.01204,-0.264939675484652,0.101137949666372,0.12246,0.5765,-0.364814272523948,0.682015094545976,-0.19026,0.24707,-0.49406582447424,0.241249980976897,0.01895,-0.0281112211897027,0.0813462918861612
"mesa_bla","cvd_10y_noHF","nSES","nutrition",0.10714,0.62398,-0.386784793805913,0.666562947874312,0.06336,0.00371,0.0164609872629822,0.121189773607079,0.12246,0.5765,-0.364814272523949,0.682015094545977,-0.48721,0.08545,-1.024266714119,-0.0216739222692716,-0.03087,-0.0862859134069156,-0.00110047068301914
"mesa_bla","cvd_10y_noHF","nSES","PhysAct",0.1271,0.55982,-0.356785516847066,0.680250893348255,-0.07941,0.0321,-0.17374658745277,0.0288108239892381,0.12246,0.5765,-0.364814272523948,0.682015094545976,-0.11295,0.46018,-0.371590960757002,0.27435396377794,0.00897,-0.0275029068077869,0.0355670292752054
"mesa_bla","cvd_10y_noHF","nSES","currentSmoker",0.1207,0.58219,-0.36509262866378,0.681388721175838,-0.00701,0.83449,-0.14016438936149,0.0855347294707944,0.12246,0.5765,-0.364814272523949,0.682015094545978,0.14582,0.42243,-0.193141721808596,0.52498553091464,-0.00102,-0.0358976457437193,0.0225879660907543
"mesa_bla","cvd_10y_noHF","nSES","alc",0.1233,0.57406,-0.35947006389565,0.682510910713724,0.0085,0.70074,-0.0536340878375491,0.068323431893208,0.12246,0.5765,-0.364814272523947,0.682015094545975,-0.14294,0.58863,-0.679217827863474,0.416338955448527,-0.00121,-0.0290686565846755,0.0152522542202588
"mesa_bla","cvd_10y_noHF","nFavFood","FamIncome",-2.02305,0.00539,-3.40370991439848,-0.562389007773859,-0.06362,0.00493,-0.134818391050235,-0.00407829125186111,-2.06228,0.00414,-3.61627526191986,-0.592628752974532,-0.2771,0.31623,-0.675227998649659,0.154710965739889,0.01763,-0.0105619591222223,0.0692347704712114
"mesa_bla","cvd_10y_noHF","nFavFood","nutrition",-2.09214,0.00424,-3.57629558929268,-0.60512652460493,0.01715,0.16799,-0.0337860336399709,0.0625047045229157,-2.06228,0.00414,-3.61627526191986,-0.592628752974529,-0.34743,0.43124,-0.979731741743975,0.252731352222909,-0.00596,-0.0347432013285889,0.0154125289991881
"mesa_bla","cvd_10y_noHF","nFavFood","PhysAct",-2.09855,0.00384,-3.63428192005548,-0.598918414609837,0.03686,0.07255,-0.0395781009596621,0.132376105680556,-2.06228,0.00414,-3.61627526191986,-0.592628752974532,-0.28948,0.23235,-0.624642723572429,0.11940450666907,-0.01067,-0.0497295349688485,0.0151537599814566
"mesa_bla","cvd_10y_noHF","nFavFood","currentSmoker",-2.03649,0.00396,-3.33897058608368,-0.582802913678677,-0.07495,4e-05,-0.151194328931634,0.0207059004843077,-2.06228,0.00414,-3.61627526191986,-0.592628752974532,0.08059,0.78831,-0.233709318546235,0.676960130126059,-0.00604,-0.0556371363545035,0.0173747031328737
"mesa_bla","cvd_10y_noHF","nFavFood","alc",-2.12615,0.00283,-3.65196479803833,-0.569723627639903,0.00799,0.52438,-0.0597532875644134,0.0633352363275238,-2.06228,0.00414,-3.61627526191986,-0.592628752974532,-0.3116,0.46568,-0.873408792086953,0.606525891398146,-0.00249,-0.0309756807664387,0.0220143789224596
"mesa_bla","cvd_10y_noHF","nPhysFac","FamIncome",-0.47758,0.39127,-1.8340020805093,0.645519840282929,-0.07068,0.21834,-0.228490413104406,0.0581244340435554,-0.55542,0.32856,-1.87598231089077,0.676820806415894,-0.23984,0.21422,-0.692876011893022,0.247267129736796,0.01695,-0.0303459885262671,0.0953615926296033
"mesa_bla","cvd_10y_noHF","nPhysFac","nutrition",-0.53066,0.34114,-1.79999707774829,0.685710034869912,0.02593,0.46365,-0.0524794017204351,0.0906536004684599,-0.55542,0.32856,-1.87598231089077,0.676820806415894,-0.60595,0.05553,-1.18603897916106,-0.0794615881326107,-0.01571,-0.0723095460819456,0.0401166765002397
"mesa_bla","cvd_10y_noHF","nPhysFac","PhysAct",-0.58329,0.31004,-1.86746801820743,0.687952219735744,0.16753,0.00403,0.0359673300515091,0.287629954316206,-0.55542,0.32856,-1.87598231089077,0.676820806415893,-0.19794,0.25022,-0.519104405503033,0.215127317411907,-0.03316,-0.0967217346439807,0.0441468079527074
"mesa_bla","cvd_10y_noHF","nPhysFac","currentSmoker",-0.57185,0.31354,-1.7509335016388,0.689110040383888,-0.06371,0.23193,-0.184983721863697,0.0717254130629172,-0.55542,0.32856,-1.87598231089077,0.676820806415898,-0.07757,0.693,-0.463165147762775,0.511182465329241,0.00494,-0.0362974417574112,0.0383091350881209
"mesa_bla","cvd_10y_noHF","nPhysFac","alc",-0.56703,0.31738,-1.96121975067582,0.742428514152257,0.02796,0.4341,-0.0644224973332405,0.0974414260116296,-0.55542,0.32856,-1.87598231089076,0.676820806415892,-0.0837,0.77632,-0.643413916040172,0.511154808650122,-0.00234,-0.0305423030240292,0.0297629826064271
"mesa_bla","cvd_10y_noHF","nRS","FamIncome",0.26609,0.06875,-0.020221676886422,0.641678290369624,-0.09632,0.00054,-0.187691134825294,0.0171488828157863,0.26294,0.07296,-0.0175574424683983,0.648988366119283,-0.05935,0.70522,-0.502259952507968,0.409326402830218,0.00572,-0.0406256288481025,0.0581276908272094
"mesa_bla","cvd_10y_noHF","nRS","nutrition",0.25596,0.08113,-0.0363665453983716,0.635593510419492,0.02964,0.05872,-0.00672885102394006,0.071559350458267,0.26294,0.07296,-0.0175574424683979,0.648988366119282,-0.21199,0.41446,-0.838210019199848,0.23171205107769,-0.00628,-0.0314810018304454,0.011999962813517
"mesa_bla","cvd_10y_noHF","nRS","PhysAct",0.24157,0.09574,-0.0340050972413164,0.61820939368104,0.02279,0.39702,-0.0541589339003849,0.0861948362618838,0.26294,0.07296,-0.0175574424683983,0.648988366119283,-0.22466,0.1161,-0.515742649868254,0.133643026299516,-0.00512,-0.0306636689592905,0.0137546161165557
"mesa_bla","cvd_10y_noHF","nRS","currentSmoker",0.25945,0.07446,-0.010561589858495,0.648096262905107,0.03581,0.14226,-0.0295339574754695,0.114385684586787,0.26294,0.07296,-0.0175574424683987,0.648988366119281,0.44917,0.00813,-0.134733134755277,0.796693378264777,0.01608,-0.0111195497479218,0.0604388634671868
"mesa_bla","cvd_10y_noHF","nRS","alc",0.26177,0.07402,-0.0151073270839231,0.64722305803658,0.01069,0.49951,-0.0271123507505698,0.0459594648642357,0.26294,0.07296,-0.0175574424683979,0.648988366119282,-0.07137,0.77185,-0.734916168459484,0.65705135455477,-0.00076,-0.0166396151105553,0.0159158034252945
"jhs","cvd_10y_HF","nSES","FamIncome",-0.01113,0.88502,-0.152321309752921,0.152015169772225,-0.1462,0,-0.190011670743503,-0.10549217446419,-0.02682,0.72872,-0.170947134693649,0.135602480575613,-0.14693,0.03609,-0.308482786362116,-0.00822062816656546,0.02148,0.00135937440417762,0.0495478275079066
