"Data","Y","X","mediator","b1","b1_pvalue","b1_ci_lwr","b1_ci_upr","b2","b2_pvalue","b2_ci_lwr","b2_ci_upr","b3","b3_pvalue","b3_ci_lwr","b3_ci_upr","b4","b4_pvalue","b4_ci_lwr","b4_ci_upr","b2_b4","b2_b4_ci_lwr","b2_b4_ci_upr"
"jhs","cvd_10y_HF","nSES","nutrition",-0.02763,0.7208,-0.172612417631003,0.133701307874264,0.00384,0.71279,-0.01657674648422,0.0223114543564159,-0.02682,0.72872,-0.170947134693649,0.135602480575613,-0.10591,0.37229,-0.383518861070041,0.134388701670435,-0.00041,-0.00400646142466136,0.00280508653479867
"jhs","cvd_10y_HF","nSES","PhysAct",-0.02289,0.76692,-0.16581120914026,0.138417874979625,-0.05432,0.00069,-0.0824272095960223,-0.0182853112283844,-0.02682,0.72872,-0.170947134693649,0.135602480575612,-0.11587,0.17212,-0.306005234582355,0.054426548806136,0.00629,-0.00265937644668414,0.0181717391134169
"jhs","cvd_10y_HF","nSES","currentSmoker",-0.02317,0.76442,-0.163875219849426,0.133222674371094,0.0071,0.29774,-0.00801033209949011,0.0201561054275616,-0.02682,0.72872,-0.170947134693649,0.135602480575613,0.55024,0.00172,0.158994069059737,0.894142020409199,0.00391,-0.003858147134376,0.0129426105219272
"jhs","cvd_10y_HF","nSES","alc",-0.02658,0.73105,-0.169248883375733,0.133475352591933,-0.02852,0.00617,-0.052121444192386,-0.00643916062176845,-0.02682,0.72872,-0.17094713469365,0.135602480575613,-0.02445,0.8546,-0.378253442415634,0.209672537852188,7e-04,-0.00684119723811268,0.0123617417357583
"jhs","cvd_10y_HF","nFavFood","FamIncome",-0.00225,0.9675,-0.136605861573111,0.152741144517574,-0.0636,2e-05,-0.0952081242722748,-0.0291057446456279,-0.00192,0.97235,-0.136150124021426,0.15213608870536,-0.09369,0.1832,-0.27195961750382,0.0818195805860781,0.00596,-0.0054708653137909,0.0164186370549638
"jhs","cvd_10y_HF","nFavFood","nutrition",-0.00178,0.97429,-0.13654316422597,0.153089022050339,0.00795,0.3279,-0.0111048477523307,0.0268110668169407,-0.00192,0.97235,-0.136150124021426,0.15213608870536,-0.06946,0.55304,-0.314822373068114,0.207338142890678,-0.00055,-0.00423310088072766,0.00363903221124705
"jhs","cvd_10y_HF","nFavFood","PhysAct",-0.00198,0.9715,-0.135686673932898,0.151852995623681,-0.01841,0.14389,-0.0449782758221192,0.0137585447144389,-0.00192,0.97235,-0.136150124021426,0.15213608870536,-0.07564,0.36145,-0.289400337557009,0.153379424468667,0.00139,-0.00174991734343072,0.00898988957113405
"jhs","cvd_10y_HF","nFavFood","currentSmoker",-0.00553,0.92017,-0.14559837593761,0.152332989987395,0.00506,0.34182,-0.00662205997716791,0.0172041811209454,-0.00192,0.97235,-0.136150124021427,0.15213608870536,0.51403,0.00259,0.115193995368719,0.93765944581306,0.0026,-0.00439905824645605,0.0112808465222915
"jhs","cvd_10y_HF","nFavFood","alc",-0.00137,0.98027,-0.135586562054285,0.152394783602165,-0.00228,0.78071,-0.0226573714257922,0.0180820812735078,-0.00192,0.97235,-0.136150124021426,0.15213608870536,0.05163,0.69295,-0.259705689546726,0.313678826389205,-0.00012,-0.00457255861706997,0.00435450335127596
"jhs","cvd_10y_HF","nPhysFac","FamIncome",0.05611,0.4402,-0.107295288813539,0.188157700242198,-0.06976,0.00011,-0.117394004069371,-0.0325266979949268,0.04421,0.54477,-0.117180983084624,0.17669696040258,-0.13918,0.04996,-0.273458582850253,-6.28922961749476e-06,0.00971,-2.1694288658833e-05,0.0259276493766666
"jhs","cvd_10y_HF","nPhysFac","nutrition",0.04407,0.5461,-0.117825538009485,0.17594956677844,0.01154,0.24226,-0.0123038929895887,0.0322957808178093,0.04421,0.54477,-0.117180983084625,0.17669696040258,-0.02196,0.85022,-0.264783846537664,0.205433990502174,-0.00025,-0.00584652770357597,0.00429246597527566
"jhs","cvd_10y_HF","nPhysFac","PhysAct",0.04334,0.55265,-0.116348875103816,0.175418301181246,0.00026,0.98646,-0.0379951389689305,0.0352839710971669,0.04421,0.54477,-0.117180983084625,0.17669696040258,-0.09217,0.27176,-0.271373940540198,0.0868202247760242,-2e-05,-0.00516142823054918,0.00646194539820991
"jhs","cvd_10y_HF","nPhysFac","currentSmoker",0.04092,0.57438,-0.120110668431073,0.17329966276166,-0.00468,0.46642,-0.0157659787065068,0.00803796289289257,0.04421,0.54477,-0.117180983084625,0.17669696040258,0.56271,0.00123,0.174534756781175,0.91792663388427,-0.00263,-0.0094729048289742,0.00441458100523003
"jhs","cvd_10y_HF","nPhysFac","alc",0.04357,0.55042,-0.117868149888418,0.172549191802845,-0.01301,0.1875,-0.0329729451592267,0.00747980161690721,0.04421,0.54477,-0.117180983084624,0.17669696040258,0.03836,0.77242,-0.17306877736929,0.339383774033246,-5e-04,-0.0083625118656035,0.00290217181116092
"jhs","cvd_10y_HF","nRS","FamIncome",0.06075,0.43844,-0.0924829271918391,0.229978193252182,-0.12578,0,-0.157020148647811,-0.0934261804328391,0.068,0.38655,-0.0856488818639428,0.238585575166246,-0.15996,0.02825,-0.301805630234133,-0.0366460549276432,0.02012,0.00400760789533823,0.0442166451270026
"jhs","cvd_10y_HF","nRS","nutrition",0.06873,0.38147,-0.0902831729115291,0.23884096763877,0.0024,0.79814,-0.0175986912837427,0.0213266696700959,0.068,0.38655,-0.0856488818639421,0.238585575166246,-0.10737,0.37984,-0.384156573583211,0.112340849384534,-0.00026,-0.00457827404301576,0.00202441215372073
"jhs","cvd_10y_HF","nRS","PhysAct",0.06895,0.37975,-0.0825933244130886,0.237472607862267,-0.05843,6e-05,-0.0828297480512305,-0.0281732097421236,0.068,0.38655,-0.085648881863943,0.238585575166246,-0.16534,0.0588,-0.326916708512214,0.0122535700770315,0.00966,-0.000658701466123913,0.0220988113455345
"jhs","cvd_10y_HF","nRS","currentSmoker",0.07235,0.3543,-0.0824638941442832,0.23699955095931,0.01176,0.05201,-0.00140195145640406,0.019769911266677,0.068,0.38655,-0.0856488818639423,0.238585575166246,0.70559,6e-05,0.293317889033838,1.12318591228982,0.0083,-0.00104871080785423,0.0160610708495543
"jhs","cvd_10y_HF","nRS","alc",0.06665,0.39597,-0.0875174098089077,0.238030657113624,-0.01399,0.13641,-0.0358123445948833,0.004210237232979,0.068,0.38655,-0.0856488818639411,0.238585575166246,-0.10672,0.43917,-0.437844095339173,0.13390996910454,0.00149,-0.00317449999293077,0.00975300715370769
"jhs","cvd_10y_noHF","nSES","FamIncome",0.1315,0.16995,-0.069978483442437,0.35209048453319,-0.1462,0,-0.190011670743503,-0.10549217446419,0.13259,0.1686,-0.0738382750031034,0.365343838634785,0.00977,0.90989,-0.190661127777126,0.19531095518716,-0.00143,-0.0298946720197285,0.0251585901348499
"jhs","cvd_10y_noHF","nSES","nutrition",0.13207,0.17017,-0.0739900329517471,0.36192610258464,0.00384,0.71279,-0.01657674648422,0.0223114543564159,0.13259,0.1686,-0.0738382750031031,0.365343838634785,-0.04334,0.76194,-0.387968580459601,0.241064419149235,-0.00017,-0.00347102292604008,0.00371869044666046
"jhs","cvd_10y_noHF","nSES","PhysAct",0.13821,0.1506,-0.0697166282917677,0.367206246782511,-0.05432,0.00069,-0.0824272095960223,-0.0182853112283844,0.13259,0.1686,-0.0738382750031037,0.365343838634784,-0.16494,0.11403,-0.414294547859762,0.0529844783564153,0.00896,-0.0025191036355127,0.0236155478272888
"jhs","cvd_10y_noHF","nSES","currentSmoker",0.13797,0.15215,-0.0716483624352888,0.366785252138757,0.0071,0.29774,-0.00801033209949011,0.0201561054275616,0.13259,0.1686,-0.073838275003103,0.365343838634785,0.51866,0.0133,-0.0985360678500487,0.892120617925073,0.00368,-0.00553684423981044,0.0130820083987331
"jhs","cvd_10y_noHF","nSES","alc",0.13259,0.16854,-0.0719044869248065,0.365655608784951,-0.02852,0.00617,-0.052121444192386,-0.00643916062176845,0.13259,0.1686,-0.073838275003104,0.365343838634785,0.00027,0.99867,-0.461166143346188,0.324830645226082,-1e-05,-0.0102575352915586,0.0132630355891842
"jhs","cvd_10y_noHF","nFavFood","FamIncome",-0.00055,0.99342,-0.182401920665192,0.145036290296825,-0.0636,2e-05,-0.0952081242722748,-0.0291057446456279,-0.00149,0.98217,-0.182667524434452,0.144968738486212,0.09396,0.28252,-0.126539197714707,0.323878439664962,-0.00598,-0.0225728327476429,0.00935427868297676
"jhs","cvd_10y_noHF","nFavFood","nutrition",-0.00137,0.98358,-0.182458086980042,0.145018530366959,0.00795,0.3279,-0.0111048477523307,0.0268110668169407,-0.00149,0.98217,-0.182667524434452,0.144968738486211,-0.04009,0.77863,-0.345274313415419,0.278042257479996,-0.00032,-0.00490033727067804,0.00415249913020621
"jhs","cvd_10y_noHF","nFavFood","PhysAct",-0.00182,0.97825,-0.182619620101399,0.145031867801777,-0.01841,0.14389,-0.0449782758221192,0.0137585447144389,-0.00149,0.98217,-0.182667524434452,0.144968738486212,-0.11744,0.25252,-0.388760929357544,0.130195164772133,0.00216,-0.00167850767155605,0.00927100372627894
"jhs","cvd_10y_noHF","nFavFood","currentSmoker",-0.00532,0.93602,-0.193066080300968,0.142219695681274,0.00506,0.34182,-0.00662205997716791,0.0172041811209454,-0.00149,0.98217,-0.182667524434452,0.144968738486211,0.51752,0.01058,0.0778030398958677,1.02608664363919,0.00262,-0.00449362271081332,0.0119044667844609
"jhs","cvd_10y_noHF","nFavFood","alc",-0.00136,0.98372,-0.183755533620119,0.143412337148736,-0.00228,0.78071,-0.0226573714257922,0.0180820812735078,-0.00149,0.98217,-0.182667524434451,0.144968738486211,0.0112,0.94408,-0.322103454891497,0.39533246601683,-3e-05,-0.00558716871489913,0.00584755817313879
"jhs","cvd_10y_noHF","nPhysFac","FamIncome",-0.00361,0.9695,-0.199293831148463,0.142718277935227,-0.06976,0.00011,-0.117394004069371,-0.0325266979949268,-0.0012,0.98991,-0.195678094231463,0.153355344922418,0.02934,0.738,-0.193523267876646,0.196209220265472,-0.00205,-0.013717246352818,0.0109643830561452
"jhs","cvd_10y_noHF","nPhysFac","nutrition",-0.00091,0.99233,-0.192979213571507,0.149975541995316,0.01154,0.24226,-0.0123038929895887,0.0322957808178093,-0.0012,0.98991,-0.195678094231464,0.153355344922417,0.03636,0.79582,-0.182182266609054,0.294435340565687,0.00042,-0.00274136469007137,0.00665638377024933
"jhs","cvd_10y_noHF","nPhysFac","PhysAct",-0.00264,0.97782,-0.196435478213125,0.152903368943885,0.00026,0.98646,-0.0379951389689305,0.0352839710971669,-0.0012,0.98991,-0.195678094231463,0.153355344922418,-0.12469,0.22809,-0.328635917048922,0.108203440061277,-3e-05,-0.00545308417700007,0.008373761628915
"jhs","cvd_10y_noHF","nPhysFac","currentSmoker",-0.00367,0.96908,-0.194542739771517,0.142284485688087,-0.00468,0.46642,-0.0157659787065068,0.00803796289289257,-0.0012,0.98991,-0.195678094231464,0.153355344922417,0.49312,0.01879,0.0884474969969036,0.989614475699166,-0.00231,-0.0096474819525687,0.00458026911225559
"jhs","cvd_10y_noHF","nPhysFac","alc",-0.00274,0.97696,-0.193136528378602,0.152649678840921,-0.01301,0.1875,-0.0329729451592267,0.00747980161690721,-0.0012,0.98991,-0.195678094231463,0.153355344922418,0.0949,0.5554,-0.205040303856291,0.487577020668661,-0.00123,-0.0105012417227391,0.0036020985978176
"jhs","cvd_10y_noHF","nRS","FamIncome",0.04531,0.63672,-0.140630699984581,0.251025258967422,-0.12578,0,-0.157020148647811,-0.0934261804328391,0.04391,0.64751,-0.142821678474072,0.246212667641419,0.03906,0.66335,-0.169280947087818,0.179982028682083,-0.00491,-0.0239150041301957,0.0220494446555632
"jhs","cvd_10y_noHF","nRS","nutrition",0.04392,0.64745,-0.142469328938755,0.241692151099606,0.0024,0.79814,-0.0175986912837427,0.0213266696700959,0.04391,0.64751,-0.142821678474071,0.24621266764142,-0.00279,0.98473,-0.308784094329063,0.25102789331213,-1e-05,-0.00327452733814817,0.00331613763385138
"jhs","cvd_10y_noHF","nRS","PhysAct",0.04452,0.64263,-0.136780437844567,0.245856574508952,-0.05843,6e-05,-0.0828297480512305,-0.0281732097421236,0.04391,0.64751,-0.142821678474071,0.24621266764142,-0.22325,0.03937,-0.414874152245685,-0.00454141434255638,0.01304,-0.000113277867071687,0.0280837306675355
"jhs","cvd_10y_noHF","nRS","currentSmoker",0.04782,0.61645,-0.140595540390474,0.245947337936072,0.01176,0.05201,-0.00140195145640406,0.019769911266677,0.04391,0.64751,-0.142821678474072,0.246212667641419,0.68841,0.00091,0.272996790992601,1.12412460249932,0.0081,-0.00109034827113465,0.0160821681140934
"jhs","cvd_10y_noHF","nRS","alc",0.04347,0.6508,-0.148215577438472,0.245659574921484,-0.01399,0.13641,-0.0358123445948833,0.004210237232979,0.04391,0.64751,-0.142821678474072,0.24621266764142,-0.03072,0.854,-0.417934341250291,0.292124637036765,0.00043,-0.00591235615848898,0.00702504355859121
