"b1_mean","b1_ci_lwr","b1_ci_upr","b21_mean","b21_ci_lwr","b21_ci_upr","b22_mean","b22_ci_lwr","b22_ci_upr","b23_mean","b23_ci_lwr","b23_ci_upr","b3_mean","b3_ci_lwr","b3_ci_upr","b41_mean","b41_ci_lwr","b41_ci_upr","b42_mean","b42_ci_lwr","b42_ci_upr","b43_mean","b43_ci_lwr","b43_ci_upr","b_21_41_mean","b_21_41_ci_lwr","b_21_41_ci_upr","b_22_42_mean","b_22_42_ci_lwr","b_22_42_ci_upr","b_23_43_mean","b_23_43_ci_lwr","b_23_43_ci_upr","TotalEffect_b1","b21","b22","b23","DirectEffect_b3","b41","b42","b43","IndirectEffect_b21_b41","IndirectEffect_b22_b42","IndirectEffect_b23_b43"
0.0820883987160604,-0.0301221343688646,0.196112533389572,-0.243263974404013,-0.271050401486009,-0.215474704096378,-0.0894675457072723,-0.115765252810442,-0.0641025448328842,0.0218177912215223,0.0108669989709569,0.033051584017347,0.016932896847958,-0.0948462025633906,0.140507655603641,-0.140082644104885,-0.271056699951373,-0.0103585300821083,-0.105257381224017,-0.259825825064518,0.0469411466940551,0.682144482238614,0.375956306351217,0.981367807982289,0.0340861688308163,0.00242246197733597,0.0659709556311707,0.00938564402249853,-0.00415268576852251,0.0237927503482671,0.0149297732853488,0.00544235113897583,0.0267982123890832,"0.082 [-0.030, 0.196]","-0.243 [-0.271, -0.215]","-0.089 [-0.116, -0.064]","0.022 [0.011, 0.033]","0.017 [-0.095, 0.141]","-0.140 [-0.271, -0.010]","-0.105 [-0.260, 0.047]","0.682 [0.376, 0.981]","0.034 [0.002, 0.066]","0.009 [-0.004, 0.024]","0.015 [0.005, 0.027]"
