"b1_mean","b1_ci_lwr","b1_ci_upr","b21_mean","b21_ci_lwr","b21_ci_upr","b22_mean","b22_ci_lwr","b22_ci_upr","b23_mean","b23_ci_lwr","b23_ci_upr","b3_mean","b3_ci_lwr","b3_ci_upr","b41_mean","b41_ci_lwr","b41_ci_upr","b42_mean","b42_ci_lwr","b42_ci_upr","b43_mean","b43_ci_lwr","b43_ci_upr","b_21_41_mean","b_21_41_ci_lwr","b_21_41_ci_upr","b_22_42_mean","b_22_42_ci_lwr","b_22_42_ci_upr","b_23_43_mean","b_23_43_ci_lwr","b_23_43_ci_upr","TotalEffect_b1","b21","b22","b23","DirectEffect_b3","b41","b42","b43","IndirectEffect_b21_b41","IndirectEffect_b22_b42","IndirectEffect_b23_b43"
0.0732388723668815,-0.0447287593471565,0.210196063661905,-0.13496457232229,-0.163767758234521,-0.107388616905127,-0.0539921153672699,-0.0816081612590789,-0.025874401101309,0.0248142464481812,0.0137255860398185,0.0352933084038884,0.0385310093529868,-0.0794805368825916,0.167727388897976,-0.140697526372432,-0.261935368465516,-0.0104631445876897,-0.105123719461642,-0.260947131164816,0.0486423397288236,0.679402989976094,0.375312052655125,0.98044567021316,0.0190042453381396,0.00137592620334995,0.0373436034451202,0.00564909002747802,-0.00262767793278049,0.0157062351072279,0.0168588546529687,0.00718286587090548,0.0281243173503813,"0.073 [-0.045, 0.210]","-0.135 [-0.164, -0.107]","-0.054 [-0.082, -0.026]","0.025 [0.014, 0.035]","0.039 [-0.079, 0.168]","-0.141 [-0.262, -0.010]","-0.105 [-0.261, 0.049]","0.679 [0.375, 0.980]","0.019 [0.001, 0.037]","0.006 [-0.003, 0.016]","0.017 [0.007, 0.028]"
