"boot","b1","b21","b22","b23","b3","b41","b42","b43"
72,0.117916982532457,-0.214684820625065,-0.066768364170631,0.0236653529679534,0.0538713558992143,-0.146430224149274,-0.124454036471563,0.829408294595431
73,0.0469735590243862,-0.207222757253929,-0.073816571903269,0.0213803782088863,-0.0070215002321812,-0.131660146637223,-0.097201194217768,0.737768041702741
74,0.0386403447544051,-0.240827435675376,-0.0975784181170562,0.00638830915631357,-0.0058678822046233,-0.0928133186547265,-0.0841027442456518,0.617510764405023
75,0.0939449278900692,-0.26177802827239,-0.077446865624688,0.0203896784078842,-0.013142180715265,-0.32949693567647,-0.0537079892823231,0.620340687755974
76,0.06008770321488,-0.262707266371631,-0.0907384416339314,0.0160879246612677,-0.0243323821906947,-0.183852039930325,-0.123202333751652,0.811302408965421
77,0.128409062214232,-0.238817774986811,-0.0815270044842994,0.0188826656272641,0.0613613305935271,-0.11769192939564,-0.249899473117303,0.660410242733481
78,0.0180754255920976,-0.24903202525124,-0.0998055583338906,0.0237682228961999,-0.0881951522684742,-0.25697157026326,-0.0680857919933755,0.861829188672253
79,0.149927495045595,-0.226657281746473,-0.1143772867161,0.0267842511317915,0.0834572759179708,-0.082400692236144,-0.114529102352997,0.808926193893437
80,-0.0681659478283176,-0.249185596215136,-0.0834409299535469,0.0358545505369089,-0.126038064913804,0.00647333378808908,-0.184884727159293,0.836287322460677
81,0.14318473362942,-0.254106464990683,-0.0925521015647278,0.0256849338389103,0.0987449720605594,-0.0818401687678943,0.0159800439424378,0.680640476604826
82,0.0699072905815103,-0.263731760509022,-0.094593855641732,0.0191777054929198,-0.00767418130041031,-0.133488133011429,-0.280152271948836,0.316065436349926
83,-0.00181093019879648,-0.24535862775826,-0.109398659599761,0.0127895599796517,-0.0398639176823376,-0.117703875940886,-0.0167718409326172,0.391342725945497
84,0.136285047501854,-0.224845532517242,-0.0721667443171763,0.019685186099045,0.0939618798263575,0.0213872569714601,-0.288233176513362,0.803465349737296
85,0.0392448978612901,-0.261103584681897,-0.0819172672281386,0.0240435104190721,-0.059862852395641,-0.236393193622372,-0.110277516868787,0.83551578921185
86,0.125214723990918,-0.252867455330504,-0.086231164547622,0.0244099980704798,0.0680526753774117,-0.12669148557187,-0.103738672732552,0.482787619849655
87,0.0653811565239856,-0.229188985676828,-0.101178882713912,0.0194270913304567,-0.0196480242291334,-0.190435070807497,-0.160671525211335,0.761540598078176
88,0.0401299231562185,-0.241107634823436,-0.0815454212782474,0.0140307335820565,-0.00998424323383764,-0.127877597834303,-0.0447807807070815,0.698332472564122
89,0.057696243795827,-0.253668091653582,-0.114703018494609,0.0230231619515136,0.0332223830773171,-0.0207590515848644,-0.0481595967187999,0.525749403837563
90,0.00996255358302232,-0.236562357541648,-0.0799766252790147,0.0172663584862036,-0.0193057169525977,-0.058356664595291,0.0200472256034933,0.707069766996524
91,0.15296821271943,-0.24665334234009,-0.0822049811360263,0.0243204278595853,0.0617673516359251,-0.219546016394269,-0.152701432938115,0.68297296752427
92,0.107221254767537,-0.243098350028777,-0.108941159592335,0.0124591187661242,0.0307663796080411,-0.200660180856261,-0.134205416734702,0.483358843838241
93,0.0714672040691877,-0.253422224516354,-0.0979230390206917,0.0301170956244513,0.00882025338041155,-0.1685514744064,-0.0719493956996386,0.366219366192165
94,0.169834297506372,-0.233908030021667,-0.0766681314306035,0.0217527603952875,0.134878772095845,-0.0383083820381484,-0.0569991826269719,0.670559718529098
95,0.0560586608242567,-0.241566062040252,-0.109846720198977,0.0240953368294177,-0.0175025362176034,-0.181066381083294,-0.0541737676811485,0.771400717913843
96,0.0990038276282496,-0.244354374878471,-0.0758105899048303,0.0268334019760192,0.0534026230528403,-0.0723500169844861,0.0199436526264878,0.972102109691875
97,-0.0279341809175193,-0.259475315622668,-0.103431358186341,0.0273231346839155,-0.0843866238754594,-0.123737634990808,0.039519690623629,0.782833148053652
98,0.112012330548355,-0.227464190673485,-0.104266197636906,0.0162341600806976,0.0613917323100328,-0.0741472450780108,-0.185329924381455,0.562838863388587
99,0.083199836183757,-0.260943355935719,-0.0827098938412884,0.0139204655806307,0.0431106857725819,-0.058236423293774,-0.149546726893059,0.681646770736397
100,0.0873965833928422,-0.231488289649118,-0.0994874255893014,0.0288594621333726,0.0253568587896717,-0.154777434774808,-0.0767408095899229,0.37216144693977
101,0.175886019763293,-0.244881277220451,-0.0805566551013763,0.0291058232090378,0.101718440482228,-0.157215326771466,-0.19279300470394,0.560010866847162
102,0.0533513934523906,-0.215486971715972,-0.0833899310777076,0.0249666662436029,0.0032415413759377,-0.10795487683025,-0.103153089852472,0.699108571399178
103,0.0323451364035312,-0.245487059896225,-0.0954223001200705,0.0215882580262,-0.0228101247738631,-0.150101336481554,-0.0609892682924029,0.459799020229315
104,0.149385989744275,-0.25638608973878,-0.0790016239132602,0.0296804008241604,0.0579961717515291,-0.177640157090133,-0.135118957776433,0.862414628095534
105,0.0948606973581797,-0.203802791652277,-0.0877666334658315,0.0187549504827419,0.0236121951527557,-0.189630867482838,-0.145169540715373,0.667124289442035
106,0.0916937377341395,-0.243675239558814,-0.0539172139855164,0.0168438441002598,0.0360346356711779,-0.140902109786611,-0.0679277496682999,0.698252301623273
107,0.146434066738427,-0.251233955318307,-0.0859642749134064,0.0200994258401187,0.122206945440646,0.0340163208635599,-0.134043964556078,0.869702168631593
108,0.0945335316747174,-0.22522393903078,-0.0824209829111929,0.0156983255520508,0.00387097251144268,-0.232642098665871,-0.1775841838804,0.699719606540748
109,0.0370964865817712,-0.243418514760201,-0.0831830114315745,0.0260105891778499,-0.0335068573830718,-0.156924805617765,-0.11755065443346,0.553230448042339
110,0.219497405719114,-0.238957719843341,-0.0715367022266779,0.0300218892071107,0.168617160198052,-0.135983114934953,-0.0529321703364266,0.314065380410681
111,0.165271503476138,-0.233755610254557,-0.0660416813239635,0.0225488163477631,0.12859917968777,-0.0103795374787801,-0.200095096742496,0.596725363685428
112,0.0961677929366149,-0.2281079522902,-0.0806865918425422,0.0240316776938113,-0.00115528186445938,-0.236532387587773,-0.153094654417378,0.741204407230658
113,-0.00470152805182817,-0.257772668660349,-0.0813524187558067,0.0244106580046626,-0.0390066342697245,-0.0130645404835517,-0.0775261849407578,0.687210959827677
114,0.0646268790370671,-0.25120556354146,-0.0642679604552876,0.0299581227529405,-0.0252947300002621,-0.196407707914347,-0.15370805007737,0.91384821248993
115,0.100372051432373,-0.272230141501352,-0.0841273985471123,0.0208858322317752,0.00877834143251758,-0.197402641639063,-0.220567122083815,0.630385494824989
116,0.167566030596309,-0.255302883137964,-0.0758779629466565,0.0231438389587585,0.105012450124914,-0.0604926059864208,-0.206445238702436,0.853202626319367
117,0.12681939501199,-0.246011006012304,-0.0643638693341558,0.024006241736169,0.0484909551766082,-0.201581700820992,-0.12825639441316,0.436406946968722
118,0.119953037630515,-0.230370953436505,-0.0903184895304447,0.0246691170126455,0.0579299188215615,-0.146834916792061,-0.0951941948292758,0.625309449225122
119,0.195695798241063,-0.227327443163411,-0.0858948433762546,0.0272989311832563,0.109065606085613,-0.15435733641425,-0.134998272045099,1.01665762580179
120,0.0524474595413116,-0.259459108704471,-0.0829988639869291,0.0224624780938673,-0.04700934780671,-0.292072717419075,0.0183162347936623,0.642599353093352
121,0.059702728612413,-0.237625900663048,-0.0883961929011907,0.0234623530665762,-0.00923012077740122,-0.126785724204932,-0.185532149218274,0.684794734569333
122,0.0919365097149976,-0.25563970930332,-0.1026157393366,0.0256685932736426,-0.0164604003690634,-0.245070198576654,-0.120948381925853,0.775706757751099
123,0.141727679914348,-0.215232077932389,-0.078738292245687,0.0232957225943507,0.0762343049115882,-0.13002058445806,-0.171396885091556,0.701846811346182
124,0.142079214274273,-0.215489748966549,-0.0981419658192748,0.0231220332430884,0.104763305579222,-0.146138552853601,0.00158185789175696,0.248744955347249
125,-0.00100196378932975,-0.235535149941733,-0.0793506083710526,0.023711193789593,-0.101540629776575,-0.320180285893497,0.0388599372390667,0.702747606376604
126,0.118292959030564,-0.243250834366234,-0.0878593759061175,0.030312126644342,0.0631179248326218,-0.0597439045634701,-0.11170675853064,0.71659578046862
127,0.0406431909425323,-0.246949832549447,-0.100718495886099,0.0237422986453326,-0.0300511639366735,-0.133712434676281,-0.107709254545982,0.741001455850637
128,0.0977454567075806,-0.222799473469658,-0.0741626324023187,0.0317743691754951,0.0352250787065314,-0.132056361941214,-0.0126674669640225,0.746399687437451
129,0.0184179275428459,-0.257001365836258,-0.0857409876655194,0.0184648318260108,-0.0624305784111333,-0.160364577862526,-0.218662590281903,0.606433670631899
130,0.0449742765573381,-0.232969806180324,-0.0889584236806191,0.024051259483155,-0.000244318781505187,-0.0776119833225718,-0.0864172864434024,0.690185819199826
131,0.195446836672262,-0.250859845848786,-0.0921394013339588,0.0256807108841152,0.114163717248877,-0.122384312703267,-0.108199324799593,0.817107581326105
132,0.0663133647322296,-0.243814990084993,-0.0857132488581931,0.0212517958920492,-0.014926090757402,-0.184621736859561,-0.122615445091279,0.800437568656598
133,0.00288687758265481,-0.241399476352545,-0.0759508733099844,0.0224883635692868,-0.107901147613668,-0.291414451609507,-0.0904880224350407,0.741845332082589
134,0.181685789304959,-0.224055331306646,-0.0718631581271575,0.0236045526532182,0.147451369704499,-0.021407087235178,-0.074771776999088,0.748644316945379
135,0.136454761836223,-0.228947417751485,-0.0754278252058604,0.0211692372391399,0.0722819446866676,-0.159132587729938,-0.17824172266941,0.408602193440123
136,0.0894447883623738,-0.228298611322767,-0.0830863019282211,0.0251251593813476,0.0405100617921305,-0.0964728632534584,-0.0291443367452326,0.738628812296566
137,0.10259260783975,-0.242043046467358,-0.090322456764378,0.0216454382899394,0.0423392743265133,-0.125966174167865,-0.178879742708536,0.519913960696546
138,-0.0863632809455483,-0.26543084345868,-0.0920107094348206,0.0183968074518121,-0.140058756260156,-0.154386653753508,0.0604706146748831,0.808550810496547
139,0.0376882864055706,-0.227847954944515,-0.0822076341671584,0.00920795376733727,-0.0492206631536397,-0.240356583387153,-0.196106896677138,0.200278060321532
140,0.10633381487302,-0.241557235249768,-0.0873608131973564,0.024346850498266,-0.00596189316127151,-0.234327482889942,-0.201057595716588,0.714577661948713
141,0.0668007003876919,-0.251069647557115,-0.096079746538937,0.0223358224045356,-0.0223819157232075,-0.222210067386714,0.0107487016381138,1.09208991195686
142,0.0838291311598235,-0.2597797415296,-0.0930417804629457,0.0207657998716008,0.0198496370152692,-0.121437716031266,-0.155580687636551,0.646562681130289
143,0.0380249585629358,-0.237379890099284,-0.0642360243199443,0.0190557151856705,-0.0257684663199259,-0.120603801894108,-0.13844842916494,0.730879042464953
144,0.100234656988454,-0.259362582625707,-0.104230630207408,0.0339056072216594,0.0230507654197587,-0.134935801238336,-0.0629174472965634,0.79353286664335
145,0.0394333719280743,-0.22941063210586,-0.102017476182952,0.0272225477882284,-0.04623852313401,-0.209402857037376,-0.199664379832262,0.383242625758386
146,0.0387624879577905,-0.247738657368506,-0.0738441718297778,0.0271580849277754,-0.0171403321331658,-0.132893695177982,-0.00259905229747472,0.631680222826688
147,0.279240714502146,-0.272627341691064,-0.0792937536669532,0.0227888034134969,0.211979489639455,-0.120650364705999,-0.108497334118649,0.970435075052753
148,0.0975443790959973,-0.275949965597273,-0.106249604939337,0.0238759452710427,0.0272315525888513,-0.118806480528993,-0.0034604079212925,0.86755936880961
149,0.0891288286234757,-0.243470329991643,-0.0804278276453663,0.0192545967738773,0.0369653496175418,-0.0962956002761745,-0.244743776639313,0.516581793049886
150,0.0664754621309312,-0.253105920622321,-0.105965108282996,0.0301998200718979,-0.000580694860479936,-0.0551258428975815,-0.221564593473918,0.649118936612668
151,0.0607694677527595,-0.233655943147228,-0.0673808415134202,0.0206974950280156,0.00470971794033153,-0.153350513476014,-0.053945813138108,0.591487491048959
152,0.045824840654657,-0.256329113460157,-0.112863226720398,0.0197598059485183,-0.0092613626410378,-0.107061900523845,-0.101392906892151,0.532957263361751
153,0.233186647136543,-0.233576132356849,-0.0877285353519364,0.0286803964207527,0.167901821152494,-0.154436759512947,-0.0494214621986634,0.502495855349642
154,0.0641844359918992,-0.225915048068453,-0.10056641334823,0.0126732508632149,0.0110508551724935,-0.105222533373835,-0.104201458593682,0.788412015235437
155,0.114120447732346,-0.233723565508493,-0.0832161782420491,0.0234933438150523,0.0409595325934254,-0.149829837043512,-0.182730459383157,0.580840892436267
156,0.0428954676960943,-0.239867697700051,-0.0903598545643737,0.0224754153935958,-0.0388818068231166,-0.153483603124154,-0.238140935232496,0.691339175969805
157,0.070289591603471,-0.273544390151816,-0.0805710774040275,0.0339007426697016,0.00482179567240308,-0.125607257569653,-0.104626651191599,0.496401210019718
158,-0.00270523136080052,-0.234205537330436,-0.112045184715204,0.0150123504283156,-0.0784093511441478,-0.212919734460018,-0.125046655948205,0.477784872495857
159,-0.028083718487459,-0.261980536480115,-0.0961351360446667,0.0263636885262159,-0.131108627797644,-0.236882840604885,-0.10969107776345,0.806572319331421
160,0.109788536188228,-0.267830647859072,-0.0617908703585392,0.0205914400164916,0.0604112293953726,-0.0928694054972517,-0.0871987093660142,0.630841593608764
161,0.108088189712557,-0.25023627227119,-0.0943878629508833,0.0172825322045277,0.0736444207930704,-0.0639930429965776,-0.023353176666431,0.60854128771424
162,0.134163975528653,-0.238703026980549,-0.091371099900033,0.0185654069086567,0.0685866569668696,-0.139500519172611,-0.209459417070883,0.469090597814505
163,0.140236804670543,-0.251411259984265,-0.0916276137282454,0.0149447405467098,0.0682069256564354,-0.154524704943933,-0.110976477934925,0.590638568575858
164,0.117862432577154,-0.237484683281209,-0.0968741983804691,0.0216724076354491,0.0964717408980467,-0.0189887026143588,0.000357694229396664,0.67295437851068
165,0.11995791498563,-0.249808833639205,-0.0850382976025727,0.027412762134483,0.0694546925376115,-0.0754538959448263,-0.0300811320398547,0.722280514430452
166,0.138538838957391,-0.245039910934574,-0.0823385212855532,0.0232587940315154,0.0664738341891143,-0.179243211780273,-0.0296958164401657,0.932267512560407
167,0.0340759511580514,-0.224063756441857,-0.0769433925747861,0.0210408844934941,-0.00869329728621392,-0.0973220665554807,-0.00926650890450748,0.902422495145928
168,-0.00610640284067849,-0.246720477956639,-0.0720683400966747,0.0213599957425443,-0.0896618267225565,-0.212256944312008,-0.0767270229378432,0.745239040503151
169,0.119434102525331,-0.246237786908692,-0.094603974906547,0.027844876797146,0.0155837504191008,-0.212942397810985,-0.114129061431789,0.878661291750143
170,0.0355075344373642,-0.253282459288578,-0.0969350028171133,0.0176195689788471,-0.0340227684154252,-0.151944328728108,-0.162475800857118,0.572992462550688
171,0.131400907066132,-0.249515249953426,-0.0982410215463453,0.0209290955131983,0.0450939656243759,-0.171948122016056,-0.255336018919261,0.485945019687122
172,0.0701277791222124,-0.251334685654799,-0.0757794822973824,0.0250524729983713,0.00932142182267329,-0.161324088529018,-0.00385981073634099,0.711371668701878
173,0.110167667634147,-0.260864860379591,-0.0781060477165994,0.0107888696359143,0.0542345609739417,-0.143874541649735,-0.0647509493568516,0.638859643704325
174,-0.0375543185547702,-0.245564912177054,-0.0758803510247843,0.0189671367204574,-0.0809230294373447,-0.0572141755872212,-0.0482117640742476,0.81692804754462
175,0.133362584332176,-0.249010331233541,-0.0858604559616406,0.017157663463349,0.0604029124633471,-0.193146672441856,-0.177989338066659,0.606476945035172
176,0.0727476766214989,-0.230443046864601,-0.110709917639409,0.0198583746971467,-0.0121544534268284,-0.193528042467086,-0.128486819756247,0.960870695937248
177,0.0390550733015721,-0.258756075799279,-0.0906015260313092,0.0248992518023334,-0.0271903359683147,-0.0622463646792269,-0.221162858438726,0.705069064297401
178,0.0455936431226733,-0.256047498233148,-0.093918575105267,0.0148317118347575,0.0134087770893731,-0.080936199407005,-0.0179485911688883,0.512435822321006
179,0.110117104797776,-0.246284602794294,-0.0863059100470726,0.02972349032695,0.0588053898603088,-0.0426766376342743,-0.182390029802099,0.591474482925808
180,0.00924922009302554,-0.2405865523893,-0.0816562283743654,0.0247656837586118,-0.0670117315575612,-0.205395853134387,-0.0713603501823669,0.536833127372287
181,0.221032070634338,-0.252787368158808,-0.0924129767391,0.0292255181091317,0.170435571075665,-0.0392866651524285,-0.114132594664466,0.795129593804436
182,0.0810331878888777,-0.257985274606037,-0.0956589350864224,0.0279957857553682,-0.00790697000895768,-0.214543579207515,0.00122434541916943,0.849263139405337
183,0.0155658580992051,-0.24030971582501,-0.0946780931077549,0.0191223487280617,-0.0378553228638968,-0.0821424743545467,-0.088636305663405,0.799190926125102
184,0.0729511162901364,-0.249246412050939,-0.0818604090010602,0.021081049613739,0.0302214209891706,-0.138835226140768,0.0721603037841058,0.883850099737687
185,0.0503680705450403,-0.225892405316183,-0.0839338007890073,0.0304911046418518,-0.0580336844837653,-0.232668503655056,-0.313235619563717,0.601579468391327
186,0.0899299666594476,-0.246636103138693,-0.086290496294742,0.0202929239049817,-0.00687368462756442,-0.231688409401369,-0.206626948900234,0.73410979877298
187,0.137109837087169,-0.245448416472786,-0.094333963529914,0.0358362074052033,0.0726823579778576,-0.0988653194945854,-0.0946858292021978,0.541671422837313
188,0.079750958470616,-0.243999099013331,-0.0925586038094781,0.0300802364666675,-0.0420148902230217,-0.275071144304576,-0.185418375471184,0.707755437006187
