"Data","Y","X","Me","b1_mean","b1_ci_lwr","b1_ci_upr","b2_mean","b2_ci_lwr","b2_ci_upr","b3_mean","b3_ci_lwr","b3_ci_upr","b4_mean","b4_ci_lwr","b4_ci_upr","b2_b4_mean","b2_b4_ci_lwr","b2_b4_ci_upr","TotalEffect_b1","b2","DirectEffect_b3","b4","IndirectEffect_b2_b4"
"mesa","cvd_10y_HF","nFavFood","FamIncome",-0.144193187010729,-0.372619989821601,0.0598913575393255,-0.0144289382397487,-0.0680355722961771,0.0409210047469289,-0.147171482302322,-0.379950495798061,0.0605255087680158,-0.0744435226095987,-0.196079267771777,0.0472786295810944,0.00104706437831502,-0.00427054209563599,0.00757895814211941,"-0.144 [-0.373, 0.060]","-0.014 [-0.068, 0.041]","-0.147 [-0.380, 0.061]","-0.074 [-0.196, 0.047]","0.001 [-0.004, 0.008]"
"mesa","cvd_10y_HF","nFavFood","PhysAct",-0.14142746885671,-0.359042211510793,0.0706068722150536,0.0315715538551582,-0.0143380097685647,0.0804804771435348,-0.138956958879907,-0.355508183696516,0.0722593209803837,-0.117123480535318,-0.228652136410974,-0.00408508870077758,-0.00365285160402646,-0.0118026142639092,0.00199146848352241,"-0.141 [-0.359, 0.071]","0.032 [-0.014, 0.080]","-0.139 [-0.356, 0.072]","-0.117 [-0.229, -0.004]","-0.004 [-0.012, 0.002]"
"mesa","cvd_10y_HF","nFavFood","alc",-0.138387055696771,-0.367264717797862,0.0815220959130218,-0.00343613016014939,-0.0304472559436535,0.0253579090910453,-0.138858714536416,-0.370321269214393,0.0811257459543597,-0.0353014165151906,-0.259699279600413,0.184987723676352,5.98486199995056e-05,-0.0035029251604453,0.00407422085812715,"-0.138 [-0.367, 0.082]","-0.003 [-0.030, 0.025]","-0.139 [-0.370, 0.081]","-0.035 [-0.260, 0.185]","0.000 [-0.004, 0.004]"
"mesa","cvd_10y_HF","nFavFood","currentSmoker",-0.1353764083898,-0.351880249240457,0.0751044800667697,0.00758227071625194,-0.0354340081281959,0.0474856844093941,-0.137913936353381,-0.360250487064873,0.0756345149990825,0.233995446704079,0.0713791913363406,0.384477766029359,0.00176262140816509,-0.00949171308032624,0.0122139314470246,"-0.135 [-0.352, 0.075]","0.008 [-0.035, 0.047]","-0.138 [-0.360, 0.076]","0.234 [0.071, 0.384]","0.002 [-0.009, 0.012]"
"mesa","cvd_10y_HF","nFavFood","nutrition",-0.14355788159606,-0.396398582356438,0.0670531299634845,0.0286805274106521,-0.0019153248764475,0.0594068147268247,-0.134540092054723,-0.383749099548526,0.0837425898411388,-0.220668405943394,-0.423555800383128,-0.00291740004538987,-0.00635242865704187,-0.0170726623174115,0.000785302732674857,"-0.144 [-0.396, 0.067]","0.029 [-0.002, 0.059]","-0.135 [-0.384, 0.084]","-0.221 [-0.424, -0.003]","-0.006 [-0.017, 0.001]"
"mesa","cvd_10y_HF","nPhysFac","FamIncome",0.01853305270053,-0.102782226413912,0.126408039992945,0.118567931917483,0.0928708080553638,0.144924594000208,0.02873574473716,-0.0970098074851452,0.141441838082739,-0.0765148398006508,-0.1978919221954,0.0473725194115522,-0.00905682087367865,-0.024184134009664,0.00550872559899561,"0.019 [-0.103, 0.126]","0.119 [0.093, 0.145]","0.029 [-0.097, 0.141]","-0.077 [-0.198, 0.047]","-0.009 [-0.024, 0.006]"
"mesa","cvd_10y_HF","nPhysFac","PhysAct",0.0125909300217806,-0.11601418133399,0.122835557598379,0.0629680837918426,0.0383128683785719,0.0889411636584836,0.0193678914547596,-0.109448395422098,0.130805054517738,-0.11761440886788,-0.228260940263329,0.00441941029481875,-0.00739224345978309,-0.0159885141731378,0.000271112468548014,"0.013 [-0.116, 0.123]","0.063 [0.038, 0.089]","0.019 [-0.109, 0.131]","-0.118 [-0.228, 0.004]","-0.007 [-0.016, 0.000]"
"mesa","cvd_10y_HF","nPhysFac","alc",0.0143063889815831,-0.112945429362957,0.136498477439343,0.0209575511717307,0.00687172229619656,0.0341624876683225,0.0149268217477416,-0.111877995207641,0.137632796412632,-0.030280865095782,-0.240271836189957,0.197638552740068,-0.000630729022244451,-0.0056971562731279,0.00482608079519404,"0.014 [-0.113, 0.136]","0.021 [0.007, 0.034]","0.015 [-0.112, 0.138]","-0.030 [-0.240, 0.198]","-0.001 [-0.006, 0.005]"
"mesa","cvd_10y_HF","nPhysFac","currentSmoker",0.0147949979846472,-0.105626146044312,0.132376189811055,0.00246791680118305,-0.0200327517376328,0.0281071604287605,0.0176609522083307,-0.105310685896041,0.137912443045359,0.233137054976055,0.0770718254007237,0.385943871109516,0.000634083171500435,-0.00518428277290558,0.0076379132175144,"0.015 [-0.106, 0.132]","0.002 [-0.020, 0.028]","0.018 [-0.105, 0.138]","0.233 [0.077, 0.386]","0.001 [-0.005, 0.008]"
"mesa","cvd_10y_HF","nPhysFac","nutrition",0.0149779844578465,-0.115096114995658,0.124994350894442,0.0232195622349275,0.00649604892329409,0.0400973164374981,0.0222542109349424,-0.107902247643857,0.136266707721123,-0.224161475635324,-0.450014629297051,-0.0126850212465816,-0.00519256844369832,-0.013019065175405,-5.31671264436119e-05,"0.015 [-0.115, 0.125]","0.023 [0.006, 0.040]","0.022 [-0.108, 0.136]","-0.224 [-0.450, -0.013]","-0.005 [-0.013, -0.000]"
